,neno,tag,uwingi,word
42124,shughulika,verb,,be disturbed
42125,shughulika,verb,,have much to do
42126,shughulika,verb,,be engaged
42127,shughulika,verb,,be harrassed
42128,shughulika,verb,,be occupied (with)
42129,occupied,with,,
42130,shughulika,verb,,be worried
42131,shughulikia,verb,,be concerned with
42132,shughulikia,verb,,be involved in
42133,shughulikwa,verb,,be the responsibility of
42134,shughulisha,verb,,disturb
42135,shughulisha,verb,,employ
42136,shughulisha,verb,,engage in
42137,shughulisha,verb,,harass
42138,shughulisha,verb,,involve
42139,shughulisha,verb,,occupy
42140,shughulisha,verb,,overburden someone
42141,shughulisha,verb,,give work
42142,muda,phrase,,temporary job
42143,shuhuda,noun 5/6,mashuhuda,diploma
42144,shuhuda,noun 5/6,mashuhuda,evidence
42145,shuhuda,noun 5/6,mashuhuda,proof
42146,shuhuda,noun 5/6,mashuhuda,testimonial
42147,shuhuda,noun 5/6an,mashuhuda,witness
42148,shuhudia,verb,,be present (at)
42149,shuhudia,verb,,give testimony
42150,shuhudia,verb,,bear witness
42151,shuhudika,verb,,bado
42152,shuhudisha,verb,,ascertain
42153,shuhudiwa,verb,,be witnessed
42154,shuhudu,verb,,attest
42155,shuhudu,verb,,certify
42156,shuhudu,verb,,confirm
42157,shuhudu,verb,,corroborate
42158,shuhudu,verb,,prove
42159,shuhudu,verb,,verify
42160,shuhuli,noun 9/10,shuhuli, house
42161,shujaa,adjective,,brave
42162,shujaa,adjective,,courageous
42163,shujaa,adjective,,heroic
42164,shujaa,noun 5/6an,mashujaa,erson
42165,shujaa,noun 5/6an,mashujaa,champion
42166,shujaa,noun 5/6an,mashujaa,hero
42167,shujaa,noun 5/6an,mashujaa,warrior
42168,shuka,verb,,alight
42169,shuka,verb,,collapse
42170,shuka,verb,,be depressed
42171,shuka,verb,,descend
42172,shuka,verb,,disembark
42173,shuka,verb,,get down
42174,shuka,verb,,drop
42175,shuka,verb,,fall (to the ground)
42176,shuka,verb,,get out
42177,shuka,verb,,be humbled
42178,shuka,verb,,be humiliated
42179,shuka,verb,,land
42180,shuka,verb,,be lowered
42181,shuka,verb,,be precipitous
42182,shuka,verb,,sink
42183,shuka,verb,,be steep
42184,shuka,noun 9/10,shuka,loincloth
42185,shuka,noun 9/10,shuka,sheet
42186,shuke,noun 9/10,shuke,aize)
42187,shukia,verb,,have doubts about something
42188,shukia,verb,,get out of something
42189,shukiwa,verb,,be doubted
42190,shukiwa,verb,,be a suspect
42191,shukiwa,verb,,be suspected
42192,shukrani,noun 9/10,shukrani,gratitude
42193,shukrani,noun 9/10,shukrani,thanks
42194,shuku,verb,,doubt
42195,shuku,verb,,have doubts
42196,shuku,verb,,have misgivings
42197,shuku,verb,,have scruples
42198,shuku,verb,,suspect
42199,shuku,verb,,worry
42200,shuku,noun 5/6,mashuku,doubt
42201,shuku,noun 5/6,mashuku,misgivings
42202,shuku,noun 5/6,mashuku,suspicion
42203,shukuriwa,verb,,be thanked
42204,shukuru,verb,,console oneself
42205,shukuru,verb,,be contented
42206,shukuru,verb,,be grateful
42207,shukuru,verb,,be resigned
42208,shukuru,verb,,thank
42209,shule,verb,,drop out of school
42210,shule,verb,,withdraw from school
42211,shule,noun 9/10,shule,academy
42212,shule,noun 9/10,shule,school
42213,shulia,verb,,bado
42214,shuliwa,verb,,be launched
42215,shulu,verb,,overcast
42216,shulu,verb,,oversew
42217,shulu,verb,,sew
42218,shulu,verb,,stitch
42219,shulu,verb,,whip
42220,shulu,noun 5/6,mashulu,backstitch
42221,shulu,noun 5/6,mashulu,seam
42222,shulu,noun 5/6,mashulu,stitch
42223,shumberere,noun 5/6,mashumberere,sombrero
42224,shumbi,noun 9/10,shumbi,ater
42225,shumbi,noun 9/10,shumbi,heap
42226,shumbulele,noun 5/6,mashumbelele,sombrero
42227,shumusi,noun 9,,sun
42228,shundi,noun 9/10an,shundi,ird)
42229,shundwa,noun 9/10an,shundwa,triped)
42230,shunga,verb,,chase away
42231,shunga,verb,,scare away
42232,ombe,verb,,drive cattle
42233,ombe,verb,,tend cattle
42234,shungi,noun 5/6,mashungi,braid
42235,shungi,noun 5/6,mashungi, cock)
42236,shungi,noun 5/6,mashungi, cock)
42237,shungi,noun 5/6,mashungi,fringe
42238,shungi,noun 5/6,mashungi,amp
42239,shungi,noun 5/6,mashungi,air)
42240,shungi,noun 5/6,mashungi, lion)
42241,shungi,noun 5/6,mashungi,air)
42242,shungi,noun 5/6,mashungi,tassel
42243,shungi,noun 5/6,mashungi,air)
42244,shungi,noun 5/6,mashungi,air)
42245,shupaa,verb,,be brawny
42246,shupaa,verb,,be compact
42247,shupaa,verb,,be firm
42248,shupaa,verb,,be hard
42249,shupaa,verb,,be hardy
42250,shupaa,verb,,be obstinate
42251,shupaa,verb,,be robust
42252,shupaa,verb,,be well set
42253,shupaa,verb,,be stiff
42254,shupaa,verb,,be strong
42255,shupaa,verb,,be stubborn
42256,shupaa,verb,,be tough
42257,shupaa,verb,,be unyielding
42258,shupaa,verb,,be vigorous
42259,maneno,verb,,affirm
42260,maneno,verb,,insist
42261,mwili,verb,,be muscular
42262,shupana,verb,,bado
42263,shupatu,noun 5/6,mashupatu,iber) eds
42264,shupatu,noun 5/6,mashupatu,ed
42265,shupavu,adjective,,brave
42266,shupavu,adjective,,firm
42267,shupavu,adjective,,hard
42268,shupavu,adjective,,obstinate
42269,shupavu,adjective,,rough
42270,shupavu,adjective,,stubborn
42271,shupavu,adjective,,tough
42272,shupavu,adjective,,unyielding
42273,shupaza,noun 9/10,shupaza,layingcards)
42274,shupaza,verb,,confirm
42275,shupaza,verb,,harden
42276,shupaza,verb,,strengthen
42277,shupaza,verb,,support
42278,shupaza,verb,,toughen
42279,shura,noun 9/10,shura,saltpeter
42280,shuri,noun 9/10an,shuri,uttocks
42281,shuri,noun 5/6,mashuri,steatopygia
42282,shurti,noun 5/6,mashurti,greement
42283,shurti,noun 5/6,mashurti,bet
42284,shurti,noun 5/6,mashurti,conditions
42285,shurti,noun 5/6,mashurti,contract
42286,shurti,noun 5/6,mashurti,necessity
42287,shurti,noun 5/6,mashurti,obligation
42288,shurti,noun 5/6,mashurti,stake
42289,shurti,noun 5/6,mashurti,stipulations
42290,shurti,noun 5/6,mashurti,terms
42291,shurti,noun 5/6,mashuti,wager
42292,shuru,verb,,overcast
42293,shuru,verb,,oversew
42294,shuru,verb,,sew
42295,shuru,verb,,whip
42296,shuru,noun 5/6,mashuru,backstitch
42297,shuru,noun 5/6,mashuru,seam
42298,shuru,noun 5/6,mashuru,stitch
42299,shurua,noun 9,,measles
42300,shuruti,verb,,compel
42301,shuruti,verb,,necessitate
42302,shuruti,verb,,oblige
42303,shuruti,noun 5/6,mashuruti,greement
42304,shuruti,noun 5/6,mashuruti,bet
42305,shuruti,noun 5/6,mashuruti,conditions
42306,shuruti,noun 5/6,mashuruti,contract
42307,shuruti,noun 5/6,mashuruti,necessity
42308,shuruti,noun 5/6,mashuruti,obligation
42309,shuruti,noun 5/6,mashuruti,stake
42310,shuruti,noun 5/6,mashuruti,stipulations
42311,shuruti,noun 5/6,mashuruti,terms
42312,shuruti,noun 5/6,mashuruti,wager
42313,shurutia,verb,,bado
42314,shurutiana,verb,,make a bet
42315,shurutiana,verb,,obligate
42316,shurutiana,verb,,make terms with each other
42317,shurutiana,verb,,make a wager
42318,shurutisha,verb,,compel
42319,shurutisha,verb,,demand
42320,shurutisha,verb,,force
42321,shurutisha,verb,,insist on
42322,shurutisha,verb,,oblige
42323,shurutisho,noun 5/6,mashurutisho,compulsion
42324,shurutisho,noun 5/6,mashurutisho,force
42325,shurutisho,noun 5/6,mashurutisho,order
42326,shurutisho,noun 5/6,mashurutisho,pressure
42327,shurutisho,noun 5/6,mashurutisho,stipulation
42328,shurutiza,verb causative,,compel
42329,shurutiza,verb causative,,demand
42330,shurutiza,verb causative,,force
42331,shurutiza,verb causative,,insist on
42332,shurutiza,verb causative,,oblige
42333,shusha,verb,,drop
42334,shusha,verb causative,,lower
42335,shusha,verb causative,,discharge (cargo etc
42336,shusha,verb causative,,disembark
42337,shusha,verb causative,,bring down (cargo etc
42338,shusha,verb causative,,land
42339,shusha,verb causative,,have an orgasm
42340,shusha,verb causative,,unload (cargo etc
42341,pumzi,verb,,breathe out
42342,pumuzi,verb,,breathe out
42343,pumuzi,verb,,exhale
42344,pumzi,verb,,breathe out
42345,pumzi,verb,,exhale
42346,pumzi,verb,,expire
42347,pumzi,verb,,sigh
42348,shushia,verb,,bado
42349,shuta,verb,,fart
42350,shuta,verb,,pass gas
42351,shuta,verb,,break wind
42352,shuti,noun 9/10,shuti,drive
42353,shuti,noun 9/10,shuti,firing
42354,shuti,noun 9/10,shuti,shooting
42355,shuti,noun 9/10,shuti,shot
42356,shuti,noun 9/10,shuti,stroke
42357,shutumia,verb,,bado
42358,shutumika,verb,,bado
42359,shutumisha,verb,,bado
42360,shutumiwa,verb,,be reproached
42361,shutumiwa,verb,,be scorned
42362,shutumiwa,verb,,be upbraided
42363,shutumu,verb,,abuse
42364,that,s,,
42365,shutumu,verb,,find fault
42366,shutumu,verb,,insult
42367,shutumu,verb,,nag
42368,shutumu,verb,,reproach
42369,shutumu,verb,,scold
42370,shutumu,verb,,scorn
42371,shutumu,verb,,upbraid
42372,shutumu,noun 5/6,mashutumu,abuse
42373,shutumu,noun 5/6,mashutumu,insult
42374,shutumu,noun 5/6,mashutumu,rebuke
42375,shutumu,noun 5/6,mashutumu,reprimand
42376,shutumu,noun 5/6,mashutumu,reproach
42377,shuzi,noun 5/6,mashuzi,ind
42378,shuzi,noun 5/6,mashuzi,fart
42379,shuzi,noun 5/6,mashuzi,flatulence
42380,shuzi,noun 5/6,mashuzi,stench
42381,shwari,adjective,,calm (weather)
42382,shwari,adjective,,peaceful
42383,si,verb,,non
42384,si,verb,,are not
42385,si,verb,,is not
42386,yake,adverb,,out of his or her reach
42387,yake,adverb,,about
42388,yake,adverb,,approximately
42389,yake,adverb,,hardly
42390,yake,adverb,,a little
42391,yake,adverb,,no sooner
42392,sia,verb,,drive away ants (with burning grass)
42393,sia,verb,,plant (rice in holes)
42394,sia,verb,,set out in rows
42395,sia,verb,,transplant
42396,siafu,noun 9/10an,siafu,ant
42397,siagi,noun 9/10,siagi,butter
42398,siagi,noun 9/10,siagi,cream
42399,siaha,noun 9/10,siaha,ry
42400,siaha,noun 9/10,siaha,cream
42401,siasa,noun 1/2,watu,politician
42402,siasa,adverb,,careful
42403,siasa,adverb,,meticulous
42404,siasa,adverb,,orderly
42405,siasa,noun 9/10,siasa,accuracy
42406,siasa,noun 9/10,siasa,attentiveness
42407,siasa,noun 9/10,siasa,carefulness
42408,siasa,noun 9/10,siasa,policy
42409,siasa,noun 9/10,siasa,ctivity
42410,siasa,noun 9/10,siasa,politics
42411,siasa,noun 9/10,siasa,tact
42412,sibabi,verb,,abuse
42413,sibabi,verb,,insult
42414,sibabi,verb,,revile
42415,sibabi,verb,,slander
42416,sibia,verb applicative,,insult for
42417,sibiwa,verb,,be struck
42418,sibiwa,verb passive,,be afflicted
42419,sibu,verb,,abuse
42420,sibu,verb,,afflict
42421,sibu,verb,,distress
42422,sibu,verb,,happen
42423,sibu,verb,,insult
42424,sibu,verb,,bring misfortume
42425,sibu,verb,,occur
42426,sibu,verb,,cause pain
42427,sibu,verb,,prophesize
42428,sibu,verb,,revile
42429,sibu,verb,,slander
42430,sibu,verb,,take place
42431,sibu,verb,,trouble
42432,sibu,verb,,foretell the future
42433,sibu,verb,,strike
42434,sidiria,noun 9/10,sidiria,brassi̬re
42435,sidiria,noun 9/10,sidiria,reasts
42436,sidukia,verb,,accept
42437,sidukia,verb,,admit
42438,sidukia,verb,,agree
42439,sidukia,verb,,concur
42440,sidukia,verb,,confirm
42441,sidukia,verb,,prove
42442,sidukia,verb,,make sure
42443,sidukia,verb,,verify
42444,sifa,noun 9/10,sifa,adjective
42445,sifa,noun 9/10,sifa,applause
42446,sifa,noun 9/10,sifa,attribute
42447,sifa,noun 9/10,sifa,character
42448,sifa,noun 9/10,sifa,characteristic
42449,sifa,noun 9/10,sifa,commendation
42450,sifa,noun 9/10,sifa,flattery
42451,sifa,noun 9/10,sifa,praise
42452,sifa,noun 9/10,sifa,quality
42453,sifa,noun 9/10,sifa,recommendation
42454,sifa,noun 9/10,sifa,good)
42455,sifa,noun 9/10,sifa,oats)
42456,sifia,verb applicative,,recommend to
42457,sifika,verb,,be characterized
42458,sifika,verb,,be known
42459,sifika,verb,,be exalted
42460,sifika,verb,,be glorified
42461,sifika,verb,,be praised
42462,sifisha,verb,,bado
42463,sifiwa,verb,,be exalted
42464,sifiwa,verb,,be lauded
42465,sifiwa,verb,,be praised
42466,sifongo,noun 9/10,sifongo,sponge
42467,sifonjo,noun 9/10,sifonjo,sponge
42468,sifu,verb,,flatter
42469,sifu,verb,,praise
42470,sifu,verb,,respect
42471,sifu,verb,,exalt
42472,sifu,verb,,glorify
42473,sifu,verb,,laud
42474,sifu,noun 9/10,sifu,adjective
42475,sifu,noun 9/10,sifu,applause
42476,sifu,noun 9/10,sifu,character
42477,sifu,noun 9/10,sifu,commendation
42478,sifu,noun 9/10,sifu,praise
42479,sifu,noun 9/10,sifu,recommendation
42480,sifu,noun 9/10,sifu,reputation
42481,sifunjo,noun 9/10,sifunjo,sponge
42482,sifuri,noun 9/10,sifuri,nothing
42483,sifuri,noun 9/10,sifuri,zero
42484,sigara,noun 5/6,mapumba,igarettes
42485,sigara,noun 9/10,sigara,cigar
42486,sigara,noun 9/10,sigara,cigarette
42487,sigareti,noun 9/10,sigareti,cigar
42488,sigareti,noun 9/10,sigareti,cigarette
42489,sigereti,noun 9/10,sigareti,cigar
42490,sigereti,noun 9/10,sigareti,cigarette
42491,sigida,noun 9/10,sigida,rayer
42492,sigiri,noun 9/10,sigiri,charcoal)
42493,signali,noun 9/10,signali,heliograph
42494,signali,noun 9/10,signali,signal
42495,siha,noun 9/10,siha,onstitution
42496,siha,noun 9/10,siha,ealth
42497,nowadays,s,,
42498,siha,noun 9/10,siha,strength
42499,sihi,verb,,be acceptable
42500,sihi,verb,,be appropriate
42501,sihi,verb,,beg
42502,sihi,verb,,beseech
42503,sihi,verb,,call
42504,sihi,verb,,cry
42505,sihi,verb,,implore
42506,sihi,verb,,petition
42507,sihi,verb,,request
42508,sihi,verb,,be suitable
42509,sihi,verb,,supplicate
42510,sihi,verb,,entreat
42511,sihi,verb,,urge
42512,sihia,verb,,transfer
42513,sihiri,verb,,bewitch
42514,sihiri,verb,,enchant
42515,sihiri,verb,,fascinate
42516,sihiri,noun 9/10,sihiri,charm
42517,sihiri,noun 9/10,sihiri,magic
42518,sihiri,noun 9/10,sihiri,talisman
42519,sihiri,noun 9/10,sihiri,witchcraft
42520,sijafu,noun 9/10,sijafu, tc)
42521,sijafu,noun 9/10,sijafu,wristband
42522,sijambo,interjection,,I am fine
42523,sijambo,interjection,,I am okay
42524,sijida,noun 9/10,sijida,f
42525,siki,noun 9/10,siki,vinegar
42526,sikia,verb,,pay attention
42527,sikia,verb,,detect
42528,sikia,verb,,feel
42529,sikia,verb,,hear
42530,sikia,verb,,heed
42531,sikia,verb,,listen
42532,sikia,verb,,notice
42533,sikia,verb,,obey
42534,sikia,verb,,perceive
42535,sikia,verb,,understand
42536,njaa,verb,,feel hunger
42537,sikika,verb,,be audible
42538,sikika,verb,,be heard
42539,sikika,verb,,be noticeable
42540,sikika,verb,,be perceptible
42541,sikilia,verb applicative,,listen for something
42542,sikilia,verb applicative,,listen to something
42543,sikilivu,adjective,,attentive
42544,sikilivu,adjective,,docile
42545,sikilivu,adjective,,obedient
42546,sikilivu,adjective,,teachable
42547,sikiliza,verb,,listen
42548,sikilizana,verb,,understand each other
42549,sikilizana,verb causative,,agree
42550,sikilizana,verb causative,,get along well
42551,sikilizana,verb causative,,come to an understanding
42552,sikilizana,verb applassoccaus,,listen to each other
42553,sikilizana,verb,,agree together
42554,sikilizana,verb,,conclude
42555,sikilizwa,verb passive,,be heard
42556,sikio,verb,,prick up one's ears
42557,sikio,noun 5/6,masikio,ear
42558,sikio,noun 5/6,masikio,feeling
42559,sikio,noun 5/6,masikio,sensation
42560,simu,noun 5/6,masikio,eceiver
42561,sikitika,verb,,grieve
42562,sikitika,verb,,miss
42563,sikitika,verb,,mourn for
42564,sikitika,verb,,regret
42565,sikitika,verb,,feel sad
42566,sikitika,verb,,be sorry
42567,sikitika,verb,,feel sorry
42568,sikitikia,verb,,feel sorry for (someone)
42569,sikitikia,verb,,sympathize with
42570,sikitikisha,verb causative,,grieve (for someone)
42571,sikitikisha,verb causative,,sadden
42572,sikitikisha,verb causative,,make sorry
42573,sikitiko,noun 5/6,masikitiko,grief
42574,sikitiko,noun 5/6,masikitiko,ity
42575,sikitiko,noun 5/6,masikitiko,regrets
42576,sikitiko,noun 5/6,masikitiko,orrow
42577,sikitiko,noun 5/6,masikitiko,sorrow
42578,sikitisha,verb causative,,grieve (for someone)
42579,sikitisha,verb causative,,sadden
42580,sikitisha,verb causative,,make sorrowful
42581,sikivu,adjective,,attentive
42582,sikivu,adjective,,docile
42583,sikivu,adjective,,obedient
42584,sikivu,adjective,,teachable
42585,sikivu,adjective,,welldisciplined
42586,sikiwa,verb,,be audible
42587,sikiwa,verb,,be heard
42588,sikiza,verb causative,,listen (to someone)
42589,sikiza,verb causative,,make someone obey
42590,sikiza,verb causative,,make someone understand
42591,sikizana,verb assoccaus,,be intelligible to each other
42592,sikizana,verb assoccaus,,understand each other's languages
42593,sikizano,noun 5/6,masikizano,agreement
42594,sikizano,noun 5/6,masikizano,nderstanding
42595,sikolojia,noun 9/10,sikolojia,psychology
42596,siku,noun,,everyday
42597,siku,noun 9/10,siku,daily
42598,siku,noun 9/10,siku,ay
42599,siku,noun 9/10,siku,ours)
42600,siku,phrase,,day after day
42601,siku,phrase,,from day to day
42602,kale,noun 9/10,siku,imes
42603,kale,phrase,,formerly
42604,hizi,adverb,,lately
42605,hizi,adverb,,modern times
42606,hizi,adverb,,nowadays
42607,hizi,phrase,,these days
42608,sikukuu,noun 9/10,sikukuu,festival
42609,sikukuu,noun 9/10,sikukuu,holiday
42610,sikuzote,adverb,,everyday
42611,sila,noun 9/10,sila,bailer
42612,sila,noun 9/10,sila,bucket
42613,sila,noun 9/10,sila,dipper
42614,sila,noun 9/10,sila,scoop
42615,silabi,noun 9/10,silabi,syllable
42616,silabu,noun 9/10,silabu,syllable
42617,silaha,noun 9/10,silaha,weapon
42618,kiini,noun,silaha,eapon
42619,silasila,noun 9/10,silasila,anchorchain
42620,silasila,noun 9/10,silasila,chain
42621,silika,noun 9/10,silika,character
42622,silika,noun 9/10,silika,disposition
42623,silika,noun 9/10,silika,instinct
42624,silika,noun 9/10,silaka,nature
42625,siliki,verb,,adopt
42626,siliki,verb,,assimilate
42627,silimika,verb,,bado
42628,silimisha,verb,,bado
42629,silimu,verb,,become a Moslem
42630,silinda,noun 9/10,silinda,cylinder
42631,silingi,noun 9/10,silingi,crane
42632,silingi,noun 9/10,silingi,derrick
42633,silingi,noun 9/10,silingi,winch
42634,silingi,noun 9/10,silingi,windlass
42635,silisila,noun 9/10,silisila,anchorchain
42636,silisila,noun 9/10,silisila,chain
42637,sima,noun 9/10,sima,aize
42638,simadi,verb,,fertilize (by spreading manure)
42639,simadi,verb,,spread manure or fertilizer
42640,simama,verb,,be immovable
42641,simama,verb,,rise
42642,simama,verb,,stand
42643,simama,verb,,be stationary
42644,simama,verb,,be stationary
42645,simama,verb,,be steadfast
42646,simama,verb,,be steady
42647,simama,verb,,stay still
42648,simama,verb,,stop
42649,simama,verb,,be in an upright position
42650,simamia,verb,,manage
42651,simamia,verb,,oversee
42652,simamia,verb,,superintend
42653,simamia,verb,,supervise
42654,simamia,verb applicative,,confront someone
42655,simamia,verb applicative,,direct
42656,simamia,verb applicative,,oppose someone
42657,simamika,verb intransitive,,appoint
42658,simamika,verb intransitive,,be erect (of the penis)
42659,simamika,verb intransitive,,have an erection
42660,simamika,verb intransitive,,establish
42661,simamika,verb intransitive,,set up
42662,simamika,verb intransitive,,stand
42663,simamika,verb intransitive,,be upright
42664,simamisha,verb,,stand
42665,simamisha,verb causative,,obstruct
42666,simamisha,verb causative,,put up (a candidate for election)
42667,simamisha,verb causative,,run (a candidate for election)
42668,simamisha,verb causative,,stabilize
42669,simamisha,verb causative,,cause to stand
42670,simamisha,verb causative,,make steady
42671,simamisha,verb causative,,cause to stop
42672,simamisha,verb,,erect
42673,simamisha,verb,,halt
42674,simamisha,verb,,stop
42675,simanga,verb,,deride
42676,simanga,verb,,exult
42677,simanga,verb,,gloat over
42678,simanga,verb,,mock
42679,simanga,verb,,take a malicious pleasure in (another's misfortune or discomfiture)
42680,simanga,verb,,reproach
42681,simanga,verb,,throw (it) in someone's face
42682,simanga,verb,,triumph (over something)
42683,simangana,verb associative,,blame each other
42684,simangana,verb associative,,reproach each other
42685,simango,noun 5/6,masimango,derision
42686,simango,noun 5/6,masimango,mockery
42687,simango,noun 5/6,masimango,lse'isfortune
42688,simango,noun 5/6,masimango,nother'isfortune
42689,simango,noun 5/6,masimango,reproach
42690,simango,noun 5/6,masimango,schadenfreude
42691,simanzi,noun 9/10,simanzi,distress
42692,simanzi,noun 9/10,simanzi,grief
42693,simanzi,noun 9/10,simanzi,sadness
42694,simanzi,noun 9/10,simanzi,sorrow
42695,simba,noun 9/10an,simba,erson
42696,simba,noun 9/10an,simba,erson
42697,simba,noun 9/10an,simba,erson
42698,simba,noun 9/10an,simba, lion)
42699,simba,noun 9/10an,simba,hild
42700,simba,noun 9/10an,simba,lion
42701,simba,noun 9/10an,simba,ion
42702,simba,noun 9/10an,simba,anzania
42703,simba,noun 9/10an,simba,arrior
42704,simbi,noun 9/10,simbi,small)
42705,simbi,noun 9/10,simbi,east)
42706,simbu,verb,,ignite
42707,simbu,verb,,kindle (a fire)
42708,simbu,verb,,light
42709,sime,noun 5/6,masime,large)
42710,sime,noun 5/6,masime,dge)
42711,simetali,adjective,,nonmetal
42712,simi,noun 9/10,simi,sword
42713,simika,verb,,appoint
42714,simika,verb intransitive,,appoint
42715,simika,verb intransitive,,be erect (of the penis)
42716,simika,verb intransitive,,have an erection
42717,simika,verb intransitive,,establish
42718,simika,verb intransitive,,set up
42719,simika,verb intransitive,,stand
42720,simika,verb intransitive,,be upright
42721,simiri,verb,,fit
42722,simiri,verb,,be suitable
42723,simiri,verb,,be useful
42724,simo,adjective,,new
42725,simo,adjective,,novel
42726,simo,adjective,,strange
42727,simo,noun 9/10,simo,event
42728,simo,noun 9/10,simo,kind
42729,simo,noun 9/10,simo,news
42730,simo,noun 9/10,simo,oteworthy
42731,simo,noun 9/10,simo,proverb
42732,simo,noun 9/10,simo,quality
42733,simo,noun 9/10,simo,emarkable
42734,simo,noun 9/10,simo,saying
42735,simo,noun 9/10,simo,sort
42736,simo,noun 9/10,simo,triking
42737,simo,phrase,,It is no concern of mine
42738,simo,phrase,,I am not (in) there
42739,simsim,noun 9/10,simsim,sesame
42740,simu,verb,,receive a telegram
42741,simu,verb,,call (by telephone)
42742,simu,verb,,telegraph
42743,simu,verb,,telephone
42744,simu,verb,,telephone (someone)
42745,simu,verb,,be called up
42746,simu,noun 9/10,simu,onversation
42747,simu,noun 9/10,simu,ish)
42748,simu,noun 9/10,simu,telegram
42749,simu,noun 9/10,simu,telegraph
42750,simu,noun 9/10,simu,telegraphy
42751,simu,noun 9/10,simu,telephone
42752,simua,verb inversive,,lay down
42753,simua,verb inversive,,lower
42754,simua,verb inversive,,move from a vertical to a horizontal position
42755,simua,verb inversive,,overturn
42756,simulia,verb,,give an account of
42757,simulia,verb,,narrate
42758,simulia,verb,,relate
42759,simulia,verb,,report
42760,simulia,verb,,tell (a story)
42761,simuliana,verb associative,,carry on a conversation
42762,simuliana,verb associative,,converse
42763,simulika,verb intrinver,,bado
42764,simulisha,verb causative,,bado
42765,simuliwa,verb,,be narrated
42766,simuliwa,verb,,be told a story
42767,simulizi,noun 5/6,masimulizi,legend
42768,simulizi,noun 5/6,masimulizi,narration
42769,simulizi,noun 5/6,masimulizi,news
42770,simulizi,noun 5/6,masimulizi,report
42771,simulizi,noun 5/6,masimulizi,story
42772,simulizi,noun 5/6,masimulizi,tale
42773,sina,noun 9/10,sina,chievement
42774,sina,noun 9/10,sina,f)
42775,Sina,noun 14,,China
42776,is,comes,,
42777,sina,noun 9/10,sina,radition
42778,sina,phrase,,I do not have
42779,sinasina,verb,,be ready to cry
42780,sinasina,verb,,be on the verge of tears
42781,sindano,verb,,give an injection
42782,sindano,verb,,give a shot
42783,sindano,verb,,vaccinate
42784,sindano,verb,,give an injection
42785,sindano,noun 5/6,masindani,injection
42786,sindano,noun 5/6,masindano,needle
42787,sindano,noun 5/6,masindano,shot
42788,sindano,noun 5/6,masindano,vaccination
42789,sindano,noun 9/10,sindano,f)
42790,sindi,noun 9/10an,sindi,squirrel
42791,sindika,verb,,be defeated
42792,sindika,verb,,be overpowered
42793,sindika,verb,,press out oilseed or sugarcane
42794,sindika,verb,,be subjugated
42795,sindika,verb intransitive,,feign
42796,sindika,verb intransitive,,apply force to something
42797,sindika,verb intransitive,,do something forcibly
42798,sindika,verb intransitive,,sham
42799,sindikiza,verb,,accompany (a parting guest)
42800,sindikiza,verb,,crush
42801,sindikiza,verb,,escort
42802,sindikiza,verb,,go part of the way with someone
42803,sindikiza,verb,,press
42804,sindikiza,verb,,pulverize
42805,sindikiza,verb,,see off (by walking a short distance together)
42806,sindikiza,verb,,give someone a sendoff
42807,sindikiza,verb,,see a guest to the door (or go part way along their journey)
42808,sindikizo,noun 5/6,masindikizo, uest)
42809,sindikizo,noun 5/6,masindikizo,escorting
42810,sindikizo,noun 5/6,masindikizo,ruit
42811,sindikizo,noun 5/6,masindikizo,tc
42812,sindikizo,noun 5/6,masindikizo,pressure
42813,sindikizo,noun 5/6,masindikizo,f)
42814,sindua,verb inversive,,be open to (arguments or persuasion)
42815,sindua,verb inversive,,open
42816,sindua,verb inversive,,release pressure
42817,sindua,verb inversive,,reveal
42818,sindua,verb inversive,,give vent to
42819,sine,noun 5/6,masine,eeth)
42820,sinema,noun 9/10,sinema,cinema
42821,sinema,noun 9/10,sinema,episode
42822,sinema,noun 9/10,sinema,film
42823,sinema,noun 9/10,sinema,ictures
42824,sinema,noun 9/10,sinema,movie
42825,sinema,noun 9/10,sinema,occurence
42826,sinema,noun 9/10,sinema,spectacle
42827,sinema,noun 9/10,sinema,heater
42828,sineri,noun 9/10,sineri,ilver)
42829,sineri,noun 9/10,sineri,ilver)
42830,singa,verb,,massage (with an aromatic substance)
42831,singa,verb,,rub (with an aromatic substance)
42832,singafuri,noun 9/10,singafuri,cinnabar
42833,singe,noun 9/10,singe,bayonet
42834,singefuri,noun 9/10,singefuri,cinnabar
42835,singiza,verb,,accuse falsely
42836,singiza,verb,,act
42837,singiza,verb,,caluminate
42838,singiza,verb,,feign
42839,singiza,verb,,insinuate
42840,singiza,verb,,pretend
42841,singiza,verb,,slander
42842,singizia,verb,,accuse falsely
42843,singizia,verb,,act
42844,singizia,verb,,caluminate
42845,singizia,verb,,feign
42846,singizia,verb,,insinuate
42847,singizia,verb,,pretend
42848,singizia,verb,,slander
42849,singizio,noun 5/6,masingizio,ccusation
42850,singizio,noun 5/6,masingizio,calumny
42851,singizio,noun 5/6,masingizio,insinuation
42852,singizio,noun 5/6,masingizio,makebelieve
42853,singizio,noun 5/6,masingizio,pretense
42854,singizio,noun 5/6,masingizio,pretext
42855,singizio,noun 5/6,masingizio,sham
42856,singizio,noun 5/6,masingizio,slander
42857,sini,noun 9/10,sini,chievement
42858,sini,noun 9/10,sini,f)
42859,sini,noun 9/10,sini,ace)
